"Data file recorded 2023/8/27  12:31:48"
" time  hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15"
# Hello World 7/11/23 from main()
# LED0 initialized PA5
# led_init: success. Wait for LED blink
# Starting print thread
# printq access blocked by other thread. msg = # printq test message- hello from main.c 
# Clock cycles per second 96000000
 # End DAC init. Using PA4. DAC_MAX=4095 and DAC channel 1
# End ADC init PB0 PB1 PC0 PC1 PC2 PC3 PC4 PC5
# End PWM init. TIM1 PA8 PA9 PA10 PA11, TIM4 PB6 PB7 PB8 PB9, PWM13 PA6, PWM14 PA7
# End HX711 init TIM2 Ch4 PB2 as PD_SCK and PB5 as DOUT input
# End qdec inputs init. TIM3 PC6 PC7, TIM5 PA0 PA1 (32 bit)
# Starting heartbeat thread
# Starting uart input thread
# Starting hx711 thread
# Starting control thread
# Starting print_state thread
# Starting uart input thread: at tick 0.331803 
 # Starting hx711_thread
 # Starting print_state thread: at tick 32501203 (5000 ms PRNWAIT)
 #      t=,    hx711, qdec3, qdec5, adc8,  adc9, adc10, adc11, adc12, adc13, adc14, adc15  
 # Input_thread count 1299 time 71.176132 cmd = PFRQ1 value = -189
 # Input_thread count 1300 time 71.191635 cmd = PFRQ2 value = 189
   71.2351,        0,     0,     0,  964,   890,   726,   733,   559,   813,   949,   949
 # Input_thread count 1301 time 71.261032 cmd = PFRQ1 value = -204
 # Input_thread count 1302 time 71.276535 cmd = PFRQ2 value = 204
   71.3352,        0,     0,     0,  916,   753,   688,   712,   544,   664,   918,   918
 # Input_thread count 1303 time 71.383331 cmd = PFRQ1 value = -219
 # Input_thread count 1304 time 71.412025 cmd = PFRQ2 value = 219
   71.4376,        0,     0,     0,  974,   975,   986,  1008,   972,   594,   837,   837
 # Input_thread count 1305 time 71.477028 cmd = PFRQ1 value = -234
 # Input_thread count 1306 time 71.492531 cmd = PFRQ2 value = 234
   71.5399,        0,     0,     0,  988,   970,  1046,  1089,  1093,   621,   771,   771
 # Input_thread count 1307 time 71.581833 cmd = PFRQ1 value = -248
 # Input_thread count 1308 time 71.597328 cmd = PFRQ2 value = 248
   71.6413,        0,     0,     0,  973,   827,  1034,  1079,  1115,   630,   810,   810
 # Input_thread count 1309 time 71.676628 cmd = PFRQ1 value = -262
 # Input_thread count 1310 time 71.692131 cmd = PFRQ2 value = 262
   71.7414,        0,     0,     0,  962,   839,  1046,  1092,  1122,   639,   897,   897
 # Input_thread count 1311 time 71.762627 cmd = PFRQ1 value = -276
 # Input_thread count 1312 time 71.778130 cmd = PFRQ2 value = 276
   71.8426,        0,     0,     0, 1039,   844,  1067,  1099,  1147,   674,   922,   922
 # Input_thread count 1313 time 71.893730 cmd = PFRQ1 value = -289
 # Input_thread count 1314 time 71.909233 cmd = PFRQ2 value = 289
   71.9473,        0,     0,     0, 1354,  1698,  1740,  1622,  1833,  2121,  1712,  1712
 # Input_thread count 1315 time 71.994034 cmd = PFRQ1 value = -302
 # Input_thread count 1316 time 72.009537 cmd = PFRQ2 value = 302
   72.0496,        0,     0,     0, 1263,  1252,  1535,  1506,  1626,  2646,  1911,  1911
 # Input_thread count 1317 time 72.094337 cmd = PFRQ1 value = -315
 # Input_thread count 1318 time 72.109833 cmd = PFRQ2 value = 315
   72.1508,        0,     0,     0, 1410,  1178,  1415,  1351,  1398,  2588,  2006,  2006
 # Input_thread count 1319 time 72.195724 cmd = PFRQ1 value = -327
 # Input_thread count 1320 time 72.210136 cmd = PFRQ2 value = 327
   72.2533,        0,     0,     0, 1148,  1103,   916,   872,   712,  1499,  1250,  1250
 # Input_thread count 1321 time 72.296028 cmd = PFRQ1 value = -339
 # Input_thread count 1322 time 72.311531 cmd = PFRQ2 value = 339
   72.3556,        0,     0,     0, 1015,   899,   862,   889,   769,   518,   883,   883
 # Input_thread count 1323 time 72.396431 cmd = PFRQ1 value = -350
 # Input_thread count 1324 time 72.411934 cmd = PFRQ2 value = 350
   72.4558,        0,     0,     0,  934,   771,   847,   893,   829,   557,   805,   805
 # Input_thread count 1325 time 72.496727 cmd = PFRQ1 value = -361
 # Input_thread count 1326 time 72.512253 cmd = PFRQ2 value = 361
   72.5581,        0,     0,     0,  992,   948,   993,  1085,  1081,   605,   764,   764
 # Input_thread count 1327 time 72.581627 cmd = PFRQ1 value = -372
 # Input_thread count 1328 time 72.596031 cmd = PFRQ2 value = 372
   72.6606,        0,     0,     0, 1020,  1161,  1120,  1156,  1150,   658,   877,   877
 # Input_thread count 1329 time 72.696236 cmd = PFRQ1 value = -382
 # Input_thread count 1330 time 72.727135 cmd = PFRQ2 value = 382
   72.7629,        0,     0,     0, 1031,   915,  1091,  1115,  1127,   673,   926,   926
 # Input_thread count 1331 time 72.796532 cmd = PFRQ1 value = -392
 # Input_thread count 1332 time 72.812035 cmd = PFRQ2 value = 392
   72.8641,        0,     0,     0, 1132,  1534,  1222,  1161,  1154,   674,  1114,  1114
 # Input_thread count 1333 time 72.912231 cmd = PFRQ1 value = -401
 # Input_thread count 1334 time 72.936531 cmd = PFRQ2 value = 401
   72.9665,        0,     0,     0, 1220,  1240,  1629,  1585,  1815,  2169,  1581,  1581
 # Input_thread count 1335 time 72.997131 cmd = PFRQ1 value = -410
 # Input_thread count 1336 time 73.012627 cmd = PFRQ2 value = 410
   73.0688,        0,     0,     0, 1246,  1084,  1495,  1476,  1602,  2636,  1871,  1871
 # Input_thread count 1337 time 73.111832 cmd = PFRQ1 value = -419
 # Input_thread count 1338 time 73.127335 cmd = PFRQ2 value = 419
   73.1690,        0,     0,     0, 1433,  1367,  1522,  1468,  1542,  2607,  2017,  2017
 # Input_thread count 1339 time 73.212135 cmd = PFRQ1 value = -427
 # Input_thread count 1340 time 73.227631 cmd = PFRQ2 value = 427
   73.2703,        0,     0,     0, 1350,  1173,  1333,  1305,  1306,  2528,  2051,  2051
 # Input_thread count 1341 time 73.312431 cmd = PFRQ1 value = -435
 # Input_thread count 1342 time 73.327934 cmd = PFRQ2 value = 435
   73.3726,        0,     0,     0, 1023,  1073,   851,   809,   635,  1257,  1220,  1220
 # Input_thread count 1343 time 73.411629 cmd = PFRQ1 value = -442
 # Input_thread count 1344 time 73.427139 cmd = PFRQ2 value = 442
   73.4729,        0,     0,     0,  957,   735,   723,   743,   582,   955,  1026,  1026
 # Input_thread count 1345 time 73.497627 cmd = PFRQ1 value = -449
 # Input_thread count 1346 time 73.512032 cmd = PFRQ2 value = 449
   73.5774,        0,     0,     0, 1025,  1001,  1032,  1077,  1087,   621,   871,   871
 # Input_thread count 1347 time 73.612236 cmd = PFRQ1 value = -455
 # Input_thread count 1348 time 73.627731 cmd = PFRQ2 value = 455
   73.6797,        0,     0,     0, 1101,  1128,  1143,  1176,  1146,   659,   929,   929
 # Input_thread count 1349 time 73.727936 cmd = PFRQ1 value = -462
 # Input_thread count 1350 time 73.743431 cmd = PFRQ2 value = 462
   73.7821,        0,     0,     0, 1078,  1119,  1126,  1150,  1170,   666,   939,   939
 # Input_thread count 1351 time 73.828232 cmd = PFRQ1 value = -467
 # Input_thread count 1352 time 73.843826 cmd = PFRQ2 value = 467
   73.8844,        0,     0,     0, 1202,  1105,  1448,  1405,  1533,  1300,  1219,  1219
 # Input_thread count 1353 time 73.928627 cmd = PFRQ1 value = -472
 # Input_thread count 1354 time 73.944130 cmd = PFRQ2 value = 472
   73.9858,        0,     0,     0, 1393,  1448,  1719,  1674,  1914,  2435,  1864,  1864
 # Input_thread count 1355 time 74.028931 cmd = PFRQ1 value = -477
 # Input_thread count 1356 time 74.044426 cmd = PFRQ2 value = 477
   74.0881,        0,     0,     0, 1279,  1097,  1432,  1385,  1506,  2611,  1926,  1926
 # Input_thread count 1357 time 74.129234 cmd = PFRQ1 value = -481
 # Input_thread count 1358 time 74.144730 cmd = PFRQ2 value = 481
   74.1884,        0,     0,     0, 1271,  1186,  1366,  1341,  1448,  2587,  1805,  1805
 # Input_thread count 1359 time 74.213036 cmd = PFRQ1 value = -485
 # Input_thread count 1360 time 74.228531 cmd = PFRQ2 value = 485
   74.2885,        0,     0,     0, 1343,  1204,  1445,  1399,  1454,  2601,  2057,  2057
 # Input_thread count 1361 time 74.323227 cmd = PFRQ1 value = -488
 # Input_thread count 1362 time 74.337631 cmd = PFRQ2 value = 488
   74.3898,        0,     0,     0, 1189,  1148,  1143,  1133,  1160,  2465,  1794,  1794
 # Input_thread count 1363 time 74.429031 cmd = PFRQ1 value = -491
 # Input_thread count 1364 time 74.432434 cmd = PFRQ2 value = 491
   74.4912,        0,     0,     0, 1015,   873,   837,   819,   699,  1468,  1333,  1333
 # Input_thread count 1365 time 74.539238 cmd = PFRQ1 value = -494
 # Input_thread count 1366 time 74.566833 cmd = PFRQ2 value = 494
   74.5935,        0,     0,     0, 1008,  1007,   851,   873,   778,   530,   874,   874
 # Input_thread count 1367 time 74.614227 cmd = PFRQ1 value = -496
 # Input_thread count 1368 time 74.628632 cmd = PFRQ2 value = 496
   74.6948,        0,     0,     0, 1055,   892,  1043,  1041,  1003,   603,   909,   909
 # Input_thread count 1369 time 74.713631 cmd = PFRQ1 value = -497
 # Input_thread count 1370 time 74.729134 cmd = PFRQ2 value = 497
   74.7950,        0,     0,     0,  969,   800,   985,  1025,  1002,   596,   840,   840
 # Input_thread count 1371 time 74.830437 cmd = PFRQ1 value = -499
 # Input_thread count 1372 time 74.845932 cmd = PFRQ2 value = 499
   74.8973,        0,     0,     0, 1009,   824,  1047,  1096,  1124,   633,   783,   783
 # Input_thread count 1373 time 74.930733 cmd = PFRQ1 value = -499
 # Input_thread count 1374 time 74.945137 cmd = PFRQ2 value = 499
   74.9976,        0,     0,     0, 1108,   893,  1073,  1170,  1154,   617,   942,   942
 # Input_thread count 1375 time 75.031036 cmd = PFRQ1 value = -499
 # Input_thread count 1376 time 75.046532 cmd = PFRQ2 value = 499
   75.1021,        0,     0,     0, 1060,   933,  1110,  1144,  1166,   699,   941,   941
 # Input_thread count 1377 time 75.131332 cmd = PFRQ1 value = -499
 # Input_thread count 1378 time 75.146828 cmd = PFRQ2 value = 499
   75.2034,        0,     0,     0, 1264,  1280,  1485,  1490,  1650,  1534,  1357,  1357
 # Input_thread count 1379 time 75.245934 cmd = PFRQ1 value = -499
 # Input_thread count 1380 time 75.268028 cmd = PFRQ2 value = 499
   75.3047,        0,     0,     0, 1285,  1280,  1704,  1662,  1951,  2624,  1764,  1764
 # Input_thread count 1381 time 75.346237 cmd = PFRQ1 value = -497
 # Input_thread count 1382 time 75.368340 cmd = PFRQ2 value = 497
   75.4070,        0,     0,     0, 1252,  1073,  1387,  1387,  1511,  2623,  1893,  1893
 # Input_thread count 1383 time 75.443230 cmd = PFRQ1 value = -496
 # Input_thread count 1384 time 75.468636 cmd = PFRQ2 value = 496
   75.5095,        0,     0,     0, 1057,  1048,   953,   909,   818,  1929,  1535,  1535
 # Input_thread count 1385 time 75.547028 cmd = PFRQ1 value = -494
 # Input_thread count 1386 time 75.569130 cmd = PFRQ2 value = 494
   75.6107,        0,     0,     0, 1036,  1014,   805,   759,   590,   991,  1203,  1203
 # Input_thread count 1387 time 75.633034 cmd = PFRQ1 value = -491
 # Input_thread count 1388 time 75.654030 cmd = PFRQ2 value = 491
   75.7109,        0,     0,     0,  933,   892,   707,   705,   535,   731,  1012,  1012
 # Input_thread count 1389 time 75.732239 cmd = PFRQ1 value = -488
 # Input_thread count 1390 time 75.747734 cmd = PFRQ2 value = 488
   75.8144,        0,     0,     0, 1110,   999,  1125,  1137,  1091,   620,  1058,  1058
 # Input_thread count 1391 time 75.849037 cmd = PFRQ1 value = -485
 # Input_thread count 1392 time 75.870033 cmd = PFRQ2 value = 485
   75.9178,        0,     0,     0, 1134,  1029,  1121,  1195,  1188,   652,  1035,  1035
 # Input_thread count 1393 time 75.948235 cmd = PFRQ1 value = -481
 # Input_thread count 1394 time 75.970337 cmd = PFRQ2 value = 481
   76.0192,        0,     0,     0, 1123,  1036,  1134,  1200,  1174,   657,  1037,  1037
 # Input_thread count 1395 time 76.048531 cmd = PFRQ1 value = -477
 # Input_thread count 1396 time 76.072830 cmd = PFRQ2 value = 477
   76.1215,        0,     0,     0, 1064,  1082,  1160,  1159,  1219,   816,   932,   932
 # Input_thread count 1397 time 76.170830 cmd = PFRQ1 value = -472
 # Input_thread count 1398 time 76.186333 cmd = PFRQ2 value = 472
   76.2217,        0,     0,     0, 1210,  1217,  1316,  1321,  1384,  1034,  1115,  1115
 # Input_thread count 1399 time 76.271133 cmd = PFRQ1 value = -467
 # Input_thread count 1400 time 76.289932 cmd = PFRQ2 value = 467
   76.3241,        0,     0,     0, 1450,  1258,  1781,  1769,  2023,  2802,  1998,  1998
 # Input_thread count 1401 time 76.352829 cmd = PFRQ1 value = -461
 # Input_thread count 1402 time 76.371635 cmd = PFRQ2 value = 461
   76.4253,        0,     0,     0, 1269,  1087,  1470,  1488,  1615,  2643,  1901,  1901
 # Input_thread count 1403 time 76.449837 cmd = PFRQ1 value = -455
 # Input_thread count 1404 time 76.471924 cmd = PFRQ2 value = 455
   76.5277,        0,     0,     0, 1154,   936,  1108,  1068,  1113,  2438,  1749,  1749
 # Input_thread count 1405 time 76.550125 cmd = PFRQ1 value = -449
 # Input_thread count 1406 time 76.571136 cmd = PFRQ2 value = 449
   76.6300,        0,     0,     0,  897,   844,   668,   672,   524,   684,   879,   879
 # Input_thread count 1407 time 76.672432 cmd = PFRQ1 value = -442
 # Input_thread count 1408 time 76.687935 cmd = PFRQ2 value = 442
   76.7302,        0,     0,     0, 1004,  1085,   735,   740,   541,   526,  1071,  1071
 # Input_thread count 1409 time 76.750732 cmd = PFRQ1 value = -435
 # Input_thread count 1410 time 76.772835 cmd = PFRQ2 value = 435
   76.8315,        0,     0,     0,  885,   913,   829,   855,   820,   547,   834,   834
 # Input_thread count 1411 time 76.851028 cmd = PFRQ1 value = -427
 # Input_thread count 1412 time 76.875336 cmd = PFRQ2 value = 427
   76.9316,        0,     0,     0, 1026,  1000,   929,   937,   878,   578,   918,   918
 # Input_thread count 1413 time 76.974426 cmd = PFRQ1 value = -419
 # Input_thread count 1414 time 76.988831 cmd = PFRQ2 value = 419
   77.0363,        0,     0,     0, 1028,  1028,  1040,  1107,  1127,   645,   873,   873
 # Input_thread count 1415 time 77.089233 cmd = PFRQ1 value = -410
 # Input_thread count 1416 time 77.104736 cmd = PFRQ2 value = 410
   77.1375,        0,     0,     0, 1142,  1166,  1141,  1210,  1173,   646,   948,   948
 # Input_thread count 1417 time 77.175232 cmd = PFRQ1 value = -401
 # Input_thread count 1418 time 77.189629 cmd = PFRQ2 value = 401
   77.2398,        0,     0,     0, 1180,  1514,  1213,  1234,  1200,   703,  1092,  1092
 # Input_thread count 1419 time 77.275536 cmd = PFRQ1 value = -391
 # Input_thread count 1420 time 77.289932 cmd = PFRQ2 value = 391
   77.3421,        0,     0,     0, 1234,  1058,  1589,  1575,  1841,  2222,  1544,  1544
 # Input_thread count 1421 time 77.374733 cmd = PFRQ1 value = -382
 # Input_thread count 1422 time 77.390236 cmd = PFRQ2 value = 382
   77.4444,        0,     0,     0, 1271,  1201,  1441,  1440,  1587,  2624,  1784,  1784
 # Input_thread count 1423 time 77.490433 cmd = PFRQ1 value = -371
 # Input_thread count 1424 time 77.505936 cmd = PFRQ2 value = 371
   77.5447,        0,     0,     0, 1467,  1429,  1531,  1471,  1533,  2644,  2050,  2050
 # Input_thread count 1425 time 77.590729 cmd = PFRQ1 value = -361
 # Input_thread count 1426 time 77.606232 cmd = PFRQ2 value = 361
   77.6470,        0,     0,     0, 1218,  1087,  1109,  1053,   977,  2163,  1871,  1871
 # Input_thread count 1427 time 77.691132 cmd = PFRQ1 value = -350
 # Input_thread count 1428 time 77.706635 cmd = PFRQ2 value = 350
   77.7472,        0,     0,     0, 1050,   989,   929,   869,   813,  1918,  1584,  1584
 # Input_thread count 1429 time 77.791435 cmd = PFRQ1 value = -338
 # Input_thread count 1430 time 77.806931 cmd = PFRQ2 value = 338
   77.8485,        0,     0,     0,  952,   799,   726,   722,   565,   884,  1112,  1112
 # Input_thread count 1431 time 77.896133 cmd = PFRQ1 value = -327
 # Input_thread count 1432 time 77.912727 cmd = PFRQ2 value = 327
   77.9508,        0,     0,     0, 1067,  1199,  1054,   980,   928,   566,   904,   904
 # Input_thread count 1433 time 77.976631 cmd = PFRQ1 value = -315
 # Input_thread count 1434 time 77.991035 cmd = PFRQ2 value = 315
   78.0533,        0,     0,     0, 1132,  1219,  1154,  1147,  1127,   634,   966,   966
 # Input_thread count 1435 time 78.097832 cmd = PFRQ1 value = -302
 # Input_thread count 1436 time 78.113327 cmd = PFRQ2 value = 302
   78.1556,        0,     0,     0, 1141,  1048,  1144,  1197,  1171,   645,  1045,  1045
 # Input_thread count 1437 time 78.177231 cmd = PFRQ1 value = -289
 # Input_thread count 1438 time 78.191635 cmd = PFRQ2 value = 289
   78.2580,        0,     0,     0, 1132,  1212,  1133,  1196,  1194,   692,  1047,  1047
 # Input_thread count 1439 time 78.277527 cmd = PFRQ1 value = -276
 # Input_thread count 1440 time 78.291939 cmd = PFRQ2 value = 276
   78.3582,        0,     0,     0, 1012,   990,  1039,  1117,  1131,   667,   770,   770
 # Input_thread count 1441 time 78.408638 cmd = PFRQ1 value = -262
 # Input_thread count 1442 time 78.424133 cmd = PFRQ2 value = 262
   78.4627,        0,     0,     0, 1329,  1096,  1570,  1580,  1741,  2685,  1902,  1902
 # Input_thread count 1443 time 78.494736 cmd = PFRQ1 value = -248
 # Input_thread count 1444 time 78.509132 cmd = PFRQ2 value = 248
   78.5640,        0,     0,     0, 1309,  1184,  1364,  1356,  1441,  2570,  1763,  1763
 # Input_thread count 1445 time 78.609337 cmd = PFRQ1 value = -234
 # Input_thread count 1446 time 78.624832 cmd = PFRQ2 value = 234
   78.6652,        0,     0,     0, 1337,  1342,  1267,  1215,  1229,  2530,  2064,  2064
 # Input_thread count 1447 time 78.695335 cmd = PFRQ1 value = -219
 # Input_thread count 1448 time 78.710831 cmd = PFRQ2 value = 219
   78.7676,        0,     0,     0, 1019,  1187,   825,   760,   582,   822,  1209,  1209
 # Input_thread count 1449 time 78.811035 cmd = PFRQ1 value = -204
 # Input_thread count 1450 time 78.826530 cmd = PFRQ2 value = 204
   78.8689,        0,     0,     0,  827,   711,   740,   765,   727,   540,   805,   805
 # Input_thread count 1451 time 78.911331 cmd = PFRQ1 value = -189
 # Input_thread count 1452 time 78.926834 cmd = PFRQ2 value = 189
   78.9701,        0,     0,     0, 1054,  1057,  1007,  1022,  1001,   605,   952,   952
 # Input_thread count 1453 time 79.012733 cmd = PFRQ1 value = -173
 # Input_thread count 1454 time 79.028229 cmd = PFRQ2 value = 173
   79.0715,        0,     0,     0, 1058,   915,  1083,  1116,  1101,   627,   945,   945
 # Input_thread count 1455 time 79.113029 cmd = PFRQ1 value = -157
 # Input_thread count 1456 time 79.127434 cmd = PFRQ2 value = 157
   79.1738,        0,     0,     0, 1113,  1201,  1128,  1152,  1124,   647,  1056,  1056
 # Input_thread count 1457 time 79.213326 cmd = PFRQ1 value = -141
 # Input_thread count 1458 time 79.228951 cmd = PFRQ2 value = 141
   79.2750,        0,     0,     0,  985,   951,  1028,  1074,  1118,   641,   751,   751
 # Input_thread count 1459 time 79.298332 cmd = PFRQ1 value = -125
 # Input_thread count 1460 time 79.313835 cmd = PFRQ2 value = 125
   79.3763,        0,     0,     0, 1164,  1154,  1117,  1161,  1164,   668,   960,   960
 # Input_thread count 1461 time 79.426125 cmd = PFRQ1 value = -108
 # Input_thread count 1462 time 79.441628 cmd = PFRQ2 value = 108
   79.4786,        0,     0,     0, 1368,  1473,  1548,  1504,  1594,  1360,  1392,  1392
 # Input_thread count 1463 time 79.515427 cmd = PFRQ1 value = -91
 # Input_thread count 1464 time 79.529854 cmd = PFRQ2 value = 91
   79.5811,        0,     0,     0, 1542,  1591,  1844,  1763,  1911,  2769,  2047,  2047
 # Input_thread count 1465 time 79.632233 cmd = PFRQ1 value = -73
 # Input_thread count 1466 time 79.647736 cmd = PFRQ2 value = 73
   79.6834,        0,     0,     0, 1418,  1516,  1476,  1407,  1411,  2571,  2100,  2100
 # Input_thread count 1467 time 79.716034 cmd = PFRQ1 value = -56
 # Input_thread count 1468 time 79.740334 cmd = PFRQ2 value = 56
   79.7847,        0,     0,     0, 1109,   937,  1003,   999,   948,  2095,  1622,  1622
 # Input_thread count 1469 time 79.815231 cmd = PFRQ1 value = -38
 # Input_thread count 1470 time 79.830757 cmd = PFRQ2 value = 38
   79.8871,        0,     0,     0,  838,   894,   701,   688,   560,   494,   863,   863
 # Input_thread count 1471 time 79.930931 cmd = PFRQ1 value = -20
 # Input_thread count 1472 time 79.953033 cmd = PFRQ2 value = 20
   79.9894,        0,     0,     0,  937,  1181,  1041,   979,   995,   596,   748,   748
 # Input_thread count 1473 time 80.023727 cmd = PFRQ1 value = -1
 # Input_thread count 1474 time 80.039230 cmd = PFRQ2 value = 1
   80.0908,        0,     0,     0,  924,   903,   980,  1035,  1048,   586,   732,   732
 # Input_thread count 1475 time 80.130638 cmd = PFRQ1 value = 16
 # Input_thread count 1476 time 80.146133 cmd = PFRQ2 value = -16
   80.1921,        0,     0,     0, 1074,  1099,  1124,  1153,  1134,   644,   935,   935
 # Input_thread count 1477 time 80.237534 cmd = PFRQ1 value = 35
 # Input_thread count 1478 time 80.253036 cmd = PFRQ2 value = -35
   80.2944,        0,     0,     0, 1052,  1147,  1117,  1153,  1129,   657,   900,   900
 # Input_thread count 1479 time 80.315826 cmd = PFRQ1 value = 54
 # Input_thread count 1480 time 80.331329 cmd = PFRQ2 value = -54
   80.3947,        0,     0,     0, 1004,   804,   994,  1117,  1159,   652,   854,   854
 # Input_thread count 1481 time 80.446930 cmd = PFRQ1 value = 73
 # Input_thread count 1482 time 80.462433 cmd = PFRQ2 value = -73
   80.4992,        0,     0,     0, 1344,  1126,  1676,  1698,  1960,  2659,  1808,  1808
 # Input_thread count 1483 time 80.547226 cmd = PFRQ1 value = 93
 # Input_thread count 1484 time 80.564934 cmd = PFRQ2 value = -93
   80.5995,        0,     0,     0, 1368,  1115,  1707,  1708,  1958,  2747,  1747,  1747
 # Input_thread count 1485 time 80.658531 cmd = PFRQ1 value = 112
 # Input_thread count 1486 time 80.683937 cmd = PFRQ2 value = -112
   80.7007,        0,     0,     0, 1473,  1257,  1653,  1658,  1747,  2688,  2032,  2032
 # Input_thread count 1487 time 80.746735 cmd = PFRQ1 value = 132
 # Input_thread count 1488 time 80.762230 cmd = PFRQ2 value = -132
   80.8031,        0,     0,     0, 1298,  1114,  1184,  1161,  1120,  2401,  1963,  1963
 # Input_thread count 1489 time 80.849434 cmd = PFRQ1 value = 152
 # Input_thread count 1490 time 80.864937 cmd = PFRQ2 value = -152
   80.9043,        0,     0,     0,  991,   836,   838,   829,   710,  1503,  1364,  1364
 # Input_thread count 1491 time 80.931038 cmd = PFRQ1 value = 171
 # Input_thread count 1492 time 80.946533 cmd = PFRQ2 value = -171
   81.0066,        0,     0,     0,  958,  1061,   854,   829,   751,   548,   857,   857
 # Input_thread count 1493 time 81.046738 cmd = PFRQ1 value = 192
 # Input_thread count 1494 time 81.062233 cmd = PFRQ2 value = -192
   81.1091,        0,     0,     0,  914,   980,  1024,  1019,  1067,   604,   757,   757
 # Input_thread count 1495 time 81.143730 cmd = PFRQ1 value = 212
 # Input_thread count 1496 time 81.158134 cmd = PFRQ2 value = -212
   81.2103,        0,     0,     0, 1060,   958,  1088,  1113,  1121,   636,  1044,  1044
 # Input_thread count 1497 time 81.247330 cmd = PFRQ1 value = 233
 # Input_thread count 1498 time 81.262825 cmd = PFRQ2 value = -233
   81.3126,        0,     0,     0,  987,   858,  1038,  1099,  1136,   650,   867,   867
 # Input_thread count 1499 time 81.334435 cmd = PFRQ1 value = 253
 # Input_thread count 1500 time 81.348831 cmd = PFRQ2 value = -253
   81.4129,        0,     0,     0,  958,   934,  1024,  1079,  1116,   650,   864,   864
 # Input_thread count 1501 time 81.463326 cmd = PFRQ1 value = 274
 # Input_thread count 1502 time 81.484337 cmd = PFRQ2 value = -274
   81.5163,        0,     0,     0, 1175,  1100,  1349,  1379,  1511,  1302,  1035,  1035
 # Input_thread count 1503 time 81.549454 cmd = PFRQ1 value = 295
 # Input_thread count 1504 time 81.562729 cmd = PFRQ2 value = -295
   81.6166,        0,     0,     0, 1336,  1280,  1543,  1569,  1706,  1649,  1360,  1360
 # Input_thread count 1505 time 81.646439 cmd = PFRQ1 value = 316
 # Input_thread count 1506 time 81.668533 cmd = PFRQ2 value = -316
   81.7167,        0,     0,     0, 1278,  1238,  1538,  1563,  1730,  1782,  1380,  1380
 # Input_thread count 1507 time 81.747833 cmd = PFRQ1 value = 336
 # Input_thread count 1508 time 81.764435 cmd = PFRQ2 value = -336
   81.8202,        0,     0,     0, 1434,  1652,  1562,  1493,  1528,  2633,  2009,  2009
 # Input_thread count 1509 time 81.863525 cmd = PFRQ1 value = 358
 # Input_thread count 1510 time 81.879036 cmd = PFRQ2 value = -358
   81.9226,        0,     0,     0, 1161,  1360,  1027,   926,   845,  1942,  1551,  1551
 # Input_thread count 1511 time 81.960533 cmd = PFRQ1 value = 379
 # Input_thread count 1512 time 81.984833 cmd = PFRQ2 value = -379
   82.0238,        0,     0,     0, 1049,  1013,   794,   754,   583,   952,  1177,  1177
 # Input_thread count 1513 time 82.063034 cmd = PFRQ1 value = 400
 # Input_thread count 1514 time 82.084030 cmd = PFRQ2 value = -400
   82.1252,        0,     0,     0,  915,   795,   782,   768,   664,   498,   885,   885
 # Input_thread count 1515 time 82.147934 cmd = PFRQ1 value = 421
 # Input_thread count 1516 time 82.162338 cmd = PFRQ2 value = -421
   82.2264,        0,     0,     0,  919,   949,   932,   925,   946,   572,   854,   854
 # Input_thread count 1517 time 82.248230 cmd = PFRQ1 value = 442
 # Input_thread count 1518 time 82.262634 cmd = PFRQ2 value = -442
   82.3277,        0,     0,     0,  890,   734,   975,  1007,  1070,   609,   826,   826
 # Input_thread count 1519 time 82.363136 cmd = PFRQ1 value = 463
 # Input_thread count 1520 time 82.385231 cmd = PFRQ2 value = -463
   82.4279,        0,     0,     0, 1013,  1080,  1076,  1066,  1064,   601,   928,   928
 # Input_thread count 1521 time 82.489830 cmd = PFRQ1 value = 484
 # Input_thread count 1522 time 82.504234 cmd = PFRQ2 value = -484
   82.5302,        0,     0,     0,  989,  1134,  1210,  1164,  1133,   656,  1046,  1046
 # Input_thread count 1523 time 82.551636 cmd = PFRQ1 value = 506
 # Input_thread count 1524 time 82.567139 cmd = PFRQ2 value = -506
   82.6316,        0,     0,     0, 1029,  1135,  1121,  1123,  1141,   675,   914,   914
 # Input_thread count 1525 time 82.686035 cmd = PFRQ1 value = 527
 # Input_thread count 1526 time 82.705933 cmd = PFRQ2 value = -527
   82.7339,        0,     0,     0, 1011,  1041,  1058,  1113,  1164,   695,   890,   890
 # Input_thread count 1527 time 82.752235 cmd = PFRQ1 value = 548
 # Input_thread count 1528 time 82.768829 cmd = PFRQ2 value = -548
   82.8363,        0,     0,     0, 1304,  1203,  1624,  1662,  1923,  2389,  1530,  1530
 # Input_thread count 1529 time 82.864632 cmd = PFRQ1 value = 570
 # Input_thread count 1530 time 82.885651 cmd = PFRQ2 value = -570
   82.9364,        0,     0,     0, 1473,  1428,  1773,  1790,  2015,  2643,  1939,  1939
 # Input_thread count 1531 time 82.985832 cmd = PFRQ1 value = 591
 # Input_thread count 1532 time 83.001434 cmd = PFRQ2 value = -591
   83.0409,        0,     0,     0, 1337,  1326,  1188,  1136,  1061,  2264,  1944,  1944
 # Input_thread count 1533 time 83.086235 cmd = PFRQ1 value = 613
 # Input_thread count 1534 time 83.102829 cmd = PFRQ2 value = -613
